Player,Team,Position,MatchDate,MatchTime,Match,HomeAway,Result,HomeScore,AwayScore,Goals,Yellow cards,Red cards,Individual possession,Successful forward passes,Crosses in game,Crosses on restart of play,Shots,Shots on target,50/50 Ground challenges,50/50 air challenges,Tackles made,Tackles received,Dribble made,Dribble conceeded,Balls won,Balls lost,Passes towards final thirds,Fouls made,Fouls conceeded,Offsides,Passes,Successful passes,Forward passes,50/50 Ground challenges won,50/50 air challenges won,Tackles made won,Tackles received won,Successful dribble,Dribble conceeded won,Successful passes towards final thirds,Corners,Chances,Short passes (0-17m),Successful short passes (0-17m),Medium passes (17-34m),Successful medium passes (17-34m),Long passes (34+ m),Successful long passes (34+ m),Backward passes,Successful backward passes,Sideward passes,Successful sideward passes,Shots inside box,Shots outside box,Own goals,Goals on penalty,Penalties,Shots conceded,50/50 challenges,50/50 challenges won,Crosses,Throw-in,Successful crosses,Successful crosses in game,Successful crosses on restart of play,Assists,Goals on set play,Free kicks,Shots from head,Shots from right foot,Shots from left foot,Shots from foot,Shots not on restart of play,Shots on restart of play,Balls played in one touch,Goals on open play,Goals on open play on possession based attacks,Goals on open play on quick attacks,Goals on open play not on attack,Goals from inside box,Goals from outside box,Goals with head,Goals with foot,Goals with other part of body,Goals with right foot,Goals with left foot,Penalty kicks,Match played,Starter,Entire match played,Time played in real (min),Clearances,Fouls made in first third part,Fouls received in first third part,Fouls made in second third part,Fouls received in second third part,Assist to goal,2nd assist to goal,Blocks,Assist to shot,2nd assist to shot
Bentaleb Nabil,Tottenham Hotspur,Central midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,H,D,2,2,0,0,0,82,14,0,0,4,2,2,3,8,1,1,1,14,10,18,0,1,0,74,65,20,2,2,5,1,1,0,17,0,0,51,45,20,18,3,2,7,7,47,44,1,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,3,4,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,7,0,0,0,1,0,0,0,0,3
Song Alexandre,West Ham United,Central midfielder,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,35,5,1,0,0,0,4,2,11,10,1,3,12,13,3,2,1,0,29,22,9,3,2,6,3,1,0,1,0,0,22,17,6,5,1,0,3,3,17,14,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,9,1,1,1,0,0,0,0,0,1
Cole Carlton,West Ham United,Centre forward,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.56448,3,1,0,0,0,0,0,0,0,0
Downing Stewart,West Ham United,Wide midfielder right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,45,1,4,4,1,0,2,1,1,1,0,0,5,10,4,0,0,1,29,23,4,2,0,1,1,0,0,2,4,0,21,18,5,4,3,1,9,9,16,13,0,1,0,0,0,0,3,2,8,0,2,1,1,0,0,0,0,0,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,3,0,0,0,0,0,0,0,0,2
Noble Mark,West Ham United,Central midfielder right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,1,0,48,9,1,4,2,0,2,1,3,3,0,3,6,9,5,2,1,0,37,33,11,2,0,0,2,0,0,5,5,0,19,16,15,14,3,3,12,10,14,14,1,1,0,0,0,0,3,2,5,0,2,1,1,1,0,3,0,1,1,2,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,69.46732,9,0,0,2,0,1,1,0,4,4
Collins James,West Ham United,Central defender right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.63915,4,0,0,0,0,0,0,0,0,0
Jarvis Matthew,West Ham United,Wide midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.37017,2,0,0,0,0,0,0,0,0,0
Tomkins James,West Ham United,Central defender right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,19,2,0,0,0,0,5,9,5,0,0,1,12,10,1,1,1,0,9,8,2,1,7,0,0,0,0,1,0,0,5,5,2,2,2,1,2,2,5,4,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,20,1,0,0,1,0,0,0,0,0
Reid Winston,West Ham United,Central defender left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,25,4,0,0,0,0,5,1,1,2,0,2,13,11,3,1,0,0,15,13,6,2,1,0,0,0,0,1,0,0,9,9,3,3,3,1,2,2,7,7,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,15,1,0,0,0,0,0,0,1,0
Kouyaté Cheikhou,West Ham United,Central midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,1,0,0,32,4,0,0,2,1,5,11,1,7,2,0,13,11,2,1,0,0,25,20,7,2,5,0,3,1,0,2,0,1,18,14,5,4,2,2,4,3,14,13,1,1,0,0,0,0,16,7,0,0,0,0,0,0,0,0,1,1,0,1,2,0,10,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,98.67095,8,0,0,1,0,0,0,0,0,0
Jenkinson Carl,West Ham United,Wide defender right,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,41,10,2,0,0,0,3,1,0,1,0,0,13,16,2,0,0,0,30,23,15,3,1,0,1,0,0,2,0,0,18,16,12,7,0,0,3,3,12,10,0,0,0,0,0,0,4,4,2,10,1,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,15,0,0,0,0,0,0,0,0,0
Adrián,West Ham United,Goalkeeper,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,30,13,0,0,0,0,0,1,0,0,0,0,8,17,4,0,0,0,26,13,25,0,1,0,0,0,0,2,0,0,0,0,2,1,24,12,0,0,1,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,10,0,0,0,0,0,0,0,0,0
Sakho Diafra,West Ham United,Centre forward,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,1,0,0,34,1,4,0,2,2,9,15,2,5,3,1,8,19,5,1,2,2,15,6,5,4,9,1,4,3,0,1,0,1,10,3,4,3,1,0,2,2,8,3,2,0,0,0,0,0,24,13,4,0,2,2,0,0,0,0,0,2,0,2,2,0,16,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,98.67095,9,0,1,1,0,0,1,0,2,1
Cresswell Aaron,West Ham United,Wide defender left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,1,0,53,14,3,0,1,0,8,2,1,4,1,0,10,19,12,2,0,0,45,32,27,3,2,0,3,1,0,5,0,0,20,18,17,12,8,2,5,5,13,13,0,1,0,0,0,0,10,5,3,19,1,1,0,1,0,0,0,0,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.67095,6,1,0,1,0,1,0,0,2,0
Valencia Enner,West Ham United,Wide midfielder left,2015/02/22,12:00:16.000000,Tottenham Hotspur v West Ham United,A,D,2,2,0,0,0,32,0,0,0,4,2,7,2,5,7,1,4,7,7,1,1,1,1,19,18,0,3,0,2,4,1,0,1,0,0,17,16,2,2,0,0,7,7,12,11,3,1,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,76.30078,4,1,0,0,1,0,0,0,1,0
Howard Tim,Everton,Goalkeeper,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,27,22,13,0,0,0,0,0,0,0,0,0,6,6,11,11,10,5,0,0,14,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,11,0,0,0,0,0,0,0,0,0
Mirallas Kevin,Everton,Wide midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.20138,0,0,0,0,0,0,0,0,1,2
Baines Leighton,Everton,Wide defender left,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,72,13,2,4,1,0,6,1,1,0,3,1,5,15,9,1,1,0,58,52,19,2,1,1,0,1,0,5,3,0,34,34,20,16,4,2,11,11,28,28,0,1,0,0,0,0,7,3,6,9,2,0,2,0,0,1,0,0,1,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,6,0,1,1,0,0,0,0,3,0
Lennon Aaron,Everton,Wide midfielder right,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,29,4,2,0,0,0,1,2,5,1,2,1,3,7,2,0,0,0,27,21,6,1,0,4,1,2,0,1,0,0,24,18,3,3,0,0,9,8,12,9,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,3,0,0,0,0,0,0,0,1,1
Jagielka Phil,Everton,Central defender left,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,76,13,0,0,1,0,1,6,2,0,0,1,23,14,7,0,0,0,69,60,22,0,4,0,0,0,0,3,0,0,29,29,33,31,7,0,0,0,47,47,1,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,1,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,11,0,0,0,0,0,0,0,0,2
Naismith Steven,Everton,Wide midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,1,0,0,39,8,0,0,1,1,2,4,2,2,1,1,10,9,3,2,2,0,34,28,13,0,3,0,1,1,0,3,0,1,25,21,8,7,1,0,5,5,16,15,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,18,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,85.34895,7,0,0,2,1,0,0,0,2,1
Gibson Darron,Everton,Central midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,40,11,0,0,1,0,0,1,1,0,0,1,3,5,11,1,1,0,39,35,14,0,1,1,0,0,0,10,0,0,20,20,15,13,4,2,5,5,20,19,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.148,2,1,1,0,0,0,1,0,1,1
McCarthy James,Everton,Central midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,85,12,1,0,0,0,2,4,4,2,1,3,18,12,9,0,0,0,79,73,18,2,1,0,1,1,0,5,0,0,42,40,31,30,6,3,7,7,54,54,0,0,0,0,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,10,0,0,0,0,0,0,0,2,3
Barkley Ross,Everton,Central midfielder,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,34,5,1,0,3,0,3,4,0,1,2,0,2,13,1,0,0,0,26,21,7,2,1,0,0,2,0,1,0,0,21,17,4,4,1,0,10,10,9,6,1,2,0,0,0,0,7,3,1,0,0,0,0,0,0,1,0,1,2,3,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55.40233,3,0,0,0,0,0,0,0,0,1
Lukaku Romelu,Everton,Centre forward,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,42,5,1,0,9,0,3,6,2,4,0,0,1,17,0,1,1,1,26,24,6,2,3,2,3,0,0,0,0,0,24,22,2,2,0,0,6,6,14,13,9,0,0,0,0,0,9,5,1,0,0,0,0,1,0,0,3,6,0,6,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,4,1,0,0,0,1,0,0,3,0
Coleman Seamus,Everton,Wide defender right,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,60,6,3,0,0,0,4,2,4,5,1,1,10,18,3,1,1,0,45,35,13,0,1,3,2,0,0,1,0,0,30,25,14,10,1,0,13,13,19,16,0,0,0,0,0,0,6,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,12,0,0,1,1,0,0,0,1,0
C. Atsu,Everton,Central midfielder right,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,27,3,1,0,2,1,4,1,0,0,3,0,7,7,0,0,0,0,23,17,4,1,1,0,0,3,0,0,0,0,18,15,5,2,0,0,8,8,11,6,1,1,0,0,0,0,5,2,1,0,1,1,0,0,0,0,0,0,2,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.89983,2,0,0,0,0,0,0,0,3,1
Besic Muhamed,Everton,Central midfielder right,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,46,8,0,0,1,1,4,4,12,5,0,1,9,9,5,1,0,0,41,36,13,1,2,1,3,0,0,3,0,0,24,21,11,10,6,5,6,6,22,22,0,1,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55.6505,8,1,0,0,0,0,0,0,0,0
Stones John,Everton,Central defender right,2015/02/22,14:05:39.000000,Everton v Leicester City,H,D,2,2,0,0,0,66,15,0,0,0,0,2,5,2,2,0,0,16,7,4,0,0,0,62,60,17,0,4,2,0,0,0,4,0,0,27,27,32,32,3,1,3,3,42,42,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,14,0,0,0,0,0,0,0,0,0
Upson Matthew,Leicester City,Central defender left,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,25,6,0,0,0,0,2,3,1,1,0,2,11,4,1,0,0,0,22,19,9,2,1,0,0,0,0,1,0,0,7,6,14,12,1,1,3,3,10,10,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,8,0,0,0,0,0,0,0,0,0
Konchesky Paul,Leicester City,Wide defender left,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,58,14,4,0,1,0,3,1,1,7,0,1,8,12,7,0,0,0,45,38,20,2,1,0,4,0,0,4,0,0,28,26,15,12,2,0,5,5,20,19,0,1,0,0,0,0,4,3,4,12,0,0,0,0,0,1,0,0,1,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,6,0,0,0,0,0,0,0,2,2
Schwarzer Mark,Leicester City,Goalkeeper,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,31,10,0,0,0,0,1,0,0,0,0,0,4,18,4,0,0,0,26,10,26,1,0,0,0,0,0,1,0,0,0,0,1,1,25,9,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,7,0,0,0,0,0,0,0,0,0
Cambiasso Esteban,Leicester City,Central midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,1,0,0,54,12,1,0,1,1,1,3,3,4,1,4,16,13,7,0,1,0,52,40,21,0,2,0,1,1,0,1,0,1,39,32,11,7,2,1,5,5,26,23,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,38,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,87.38655,7,0,0,0,0,0,0,0,1,1
Huth Robert,Leicester City,Sweeper,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,25,5,0,0,2,1,5,6,2,2,0,0,13,6,0,1,0,0,17,16,6,4,3,0,0,0,0,0,0,0,13,12,4,4,0,0,2,2,9,9,2,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,2,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,17,1,0,0,0,0,0,0,0,0
Nugent David,Leicester City,Wide midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,1,0,0,16,0,2,0,1,1,2,3,2,1,2,1,0,7,0,1,1,0,8,7,0,1,0,2,0,1,0,0,0,1,8,7,0,0,0,0,1,1,7,6,1,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,6,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,33.24507,1,0,0,1,0,0,0,0,1,0
Simpson Danny,Leicester City,Wide defender right,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,65,11,1,0,1,0,4,3,2,0,1,0,14,22,6,0,1,0,55,38,24,2,1,1,0,0,0,2,0,0,40,30,14,8,1,0,10,10,21,17,0,1,0,0,0,0,7,3,1,12,0,0,0,0,0,0,0,1,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,10,0,0,0,1,0,1,0,0,2
King Andy,Leicester City,Central midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.163783,0,0,0,0,0,0,0,0,0,0
James Matthew,Leicester City,Central midfielder right,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,63,13,1,9,1,1,0,2,0,0,0,2,10,12,12,0,0,0,50,42,19,0,1,0,0,0,0,6,7,0,37,33,9,6,4,3,11,10,20,19,0,1,0,0,0,0,2,1,10,0,3,0,3,0,0,5,0,1,0,1,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,1,0,0,0,0,0,0,0,4,1
Morgan Wesley,Leicester City,Central defender right,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,1,0,32,11,0,0,0,0,4,1,2,1,0,1,13,7,3,1,0,0,27,25,12,2,1,2,1,0,0,2,0,0,20,19,5,5,2,1,4,4,11,10,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,6,0,0,1,0,0,1,0,0,1
Schlupp Jeffrey,Leicester City,Wide midfielder left,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,36,2,0,0,4,1,4,6,5,6,1,0,9,15,1,1,1,0,22,16,5,3,5,3,5,1,0,0,0,0,19,15,3,1,0,0,6,5,11,9,4,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,1,3,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,62.63667,3,0,0,0,1,0,0,0,2,1
Kramaric Andrej,Leicester City,Centre forward,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,39,7,0,0,3,0,1,10,2,5,2,1,2,10,2,0,1,1,33,29,7,1,2,1,4,2,0,2,0,0,26,23,7,6,0,0,8,8,18,14,2,1,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.55033,3,0,0,0,1,0,0,0,1,3
Mahrez Riyad,Leicester City,Wide midfielder right,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,38,5,5,0,1,0,4,2,0,6,2,1,4,12,1,1,1,0,25,20,7,2,1,0,6,1,0,1,0,0,18,14,5,4,2,2,8,7,10,8,1,0,0,0,0,0,6,3,5,1,0,0,0,0,0,0,0,0,1,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,62.30527,1,1,0,0,0,0,0,0,2,0
Vardy Jamie,Leicester City,Wide midfielder right,2015/02/22,14:05:39.000000,Everton v Leicester City,A,D,2,2,0,0,0,14,1,1,0,0,0,1,0,2,2,1,0,3,6,2,1,1,0,10,6,4,1,0,2,0,0,0,1,0,0,7,6,2,0,1,0,1,0,5,5,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.91367,1,0,0,0,1,2,0,0,2,0
Davis Steven,Southampton,Wide midfielder left,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,47,9,0,0,0,0,3,2,2,0,0,0,11,6,4,0,1,0,46,41,12,3,2,0,0,0,0,4,0,0,32,30,11,8,3,3,15,15,19,17,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,46.079,3,0,0,0,1,0,0,0,0,0
Schneiderlin Morgan,Southampton,Central midfielder,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,45,9,0,1,1,1,2,3,0,0,2,0,7,8,3,1,1,0,42,36,12,1,2,0,0,2,0,3,1,0,20,16,17,16,5,4,5,5,25,22,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,3,0,1,0,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49.122,2,0,0,0,1,0,0,0,0,1
Forster Fraser,Southampton,Goalkeeper,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,30,14,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,27,22,19,0,0,0,0,0,0,0,0,0,5,5,11,11,11,6,0,0,8,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.201,4,0,0,0,0,0,0,0,0,0
José Fonte,Southampton,Central defender right,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,70,13,0,0,1,1,2,3,1,2,0,1,13,12,8,0,0,0,65,54,20,2,1,0,0,0,0,1,0,0,29,26,29,26,7,2,5,5,40,36,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.201,11,0,0,0,0,0,0,0,0,0
Tadic Dusan,Southampton,Centre forward left,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,19,2,0,1,2,1,0,0,1,0,0,0,0,5,3,0,1,0,14,12,3,0,0,1,0,0,0,2,0,0,10,10,4,2,0,0,4,3,7,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.8343,1,0,0,0,1,0,0,0,0,0
Clyne Nathaniel,Southampton,Wide defender right,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,61,12,1,0,0,0,4,0,0,4,1,1,10,17,12,0,1,0,53,42,19,3,0,0,4,0,0,7,0,0,33,29,16,11,4,2,14,13,20,17,0,0,0,0,0,0,4,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.201,5,0,0,0,0,0,0,0,1,2
Pellè Graziano,Southampton,Centre forward,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,26,4,0,0,2,0,7,11,0,0,0,0,1,8,3,0,1,1,23,15,6,3,3,0,0,0,0,3,0,0,15,8,6,6,2,1,6,4,11,7,0,2,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,2,0,2,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.201,2,0,0,0,1,0,0,0,1,0
Elia Eljero,Southampton,Centre forward left,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,1,0,56,5,3,0,2,2,5,1,4,6,1,0,9,13,3,1,1,0,42,35,8,1,0,3,3,0,0,2,0,0,36,31,6,4,0,0,13,13,21,17,1,1,0,0,0,0,6,1,3,1,0,0,0,0,0,0,0,1,1,2,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.201,1,1,0,0,0,0,0,0,0,1
Wanyama Victor,Southampton,Wide midfielder right,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,1,0,60,10,1,0,0,0,3,2,0,1,4,1,11,9,7,4,1,0,55,49,14,1,2,0,1,4,0,5,0,0,35,32,19,17,1,0,13,13,28,26,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.201,1,0,0,4,1,0,0,0,1,0
Djuricic Filip,Southampton,Centre forward right,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,29,3,1,0,1,1,5,0,4,3,1,2,5,9,1,2,1,0,21,15,5,4,0,2,2,0,0,0,0,0,15,12,6,3,0,0,3,3,13,9,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,75.3667,5,0,0,1,0,0,0,0,1,0
Ward-Prowse James,Southampton,Central midfielder,2015/02/22,16:15:04.000000,Southampton v Liverpool,H,L,0,2,0,0,0,37,7,0,7,1,0,2,1,0,0,0,0,2,11,5,2,2,0,28,22,12,1,1,0,0,0,0,1,5,0,18,15,8,7,2,0,8,8,8,7,0,1,0,0,0,0,3,2,7,0,1,0,1,0,0,4,0,0,1,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,57.12522,2,0,0,2,1,0,0,0,2,3
