Player,Team,Position,MatchDate,MatchTime,Match,HomeAway,Result,HomeScore,AwayScore,Goals,Yellow cards,Red cards,Individual possession,Successful forward passes,Crosses in game,Crosses on restart of play,Shots,Shots on target,50/50 Ground challenges,50/50 air challenges,Tackles made,Tackles received,Dribble made,Dribble conceeded,Balls won,Balls lost,Passes towards final thirds,Fouls made,Fouls conceeded,Offsides,Passes,Successful passes,Forward passes,50/50 Ground challenges won,50/50 air challenges won,Tackles made won,Tackles received won,Successful dribble,Dribble conceeded won,Successful passes towards final thirds,Corners,Chances,Short passes (0-17m),Successful short passes (0-17m),Medium passes (17-34m),Successful medium passes (17-34m),Long passes (34+ m),Successful long passes (34+ m),Backward passes,Successful backward passes,Sideward passes,Successful sideward passes,Shots inside box,Shots outside box,Own goals,Goals on penalty,Penalties,Shots conceded,50/50 challenges,50/50 challenges won,Crosses,Throw-in,Successful crosses,Successful crosses in game,Successful crosses on restart of play,Assists,Goals on set play,Free kicks,Shots from head,Shots from right foot,Shots from left foot,Shots from foot,Shots not on restart of play,Shots on restart of play,Balls played in one touch,Goals on open play,Goals on open play on possession based attacks,Goals on open play on quick attacks,Goals on open play not on attack,Goals from inside box,Goals from outside box,Goals with head,Goals with foot,Goals with other part of body,Goals with right foot,Goals with left foot,Penalty kicks,Match played,Starter,Entire match played,Time played in real (min),Clearances,Fouls made in first third part,Fouls received in first third part,Fouls made in second third part,Fouls received in second third part,Assist to goal,2nd assist to goal,Blocks,Assist to shot,2nd assist to shot
Morrison James,West Bromwich Albion,Central midfielder,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,78,16,0,0,0,0,3,4,2,2,0,0,16,14,4,1,1,0,71,61,23,1,4,2,1,0,0,2,0,0,48,40,19,18,4,3,9,9,39,36,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,7,1,1,0,0,0,0,0,1,0
Gardner Craig,West Bromwich Albion,Central midfielder left,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,48,4,0,0,2,1,4,4,4,4,1,0,6,9,2,3,1,0,45,36,8,1,4,1,1,1,0,1,0,0,33,27,9,8,3,1,11,11,26,21,0,2,0,0,0,0,8,5,0,0,0,0,0,0,0,1,0,2,0,2,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,80.11201,6,0,0,2,0,0,0,0,0,0
Anichebe Victor,West Bromwich Albion,Centre forward,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,36,1,0,0,1,0,3,8,2,2,1,0,2,12,1,3,1,0,30,23,2,1,2,1,2,1,0,0,0,0,27,20,3,3,0,0,11,11,17,11,1,0,0,0,1,0,11,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,73.13295,4,0,0,1,0,0,0,0,0,0
Sessegnon Stéphane,West Bromwich Albion,Wide midfielder left,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,40,2,0,0,0,0,3,0,2,1,0,0,3,9,1,0,2,0,34,27,5,1,0,2,1,0,0,1,0,0,27,22,7,5,0,0,9,9,20,16,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67.00262,0,0,0,0,2,0,0,0,0,0
Lescott Joleon,West Bromwich Albion,Central defender left,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,43,11,0,0,0,0,4,1,3,4,0,0,17,10,0,0,1,0,34,30,14,2,1,0,0,0,0,0,0,0,12,12,21,18,1,0,4,4,16,15,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,15,0,1,0,0,0,0,0,0,0
Foster Ben,West Bromwich Albion,Goalkeeper,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,5,16,7,0,0,0,32,15,29,0,0,0,0,0,0,4,0,0,0,0,4,3,28,12,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,5,0,0,0,0,0,0,0,0,0
Mulumbu Youssuf,West Bromwich Albion,Central midfielder right,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,1,0,88,15,0,0,1,0,6,2,5,6,1,1,16,16,5,4,1,0,79,69,23,5,2,2,4,1,0,2,0,0,59,51,18,17,2,1,8,8,48,46,1,0,0,0,0,0,8,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,4,0,0,3,1,0,0,0,0,2
Pocognoli Sébastien,West Bromwich Albion,Wide defender left,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,56,5,1,0,0,0,1,5,1,0,1,0,12,16,6,0,0,0,49,37,17,0,3,1,0,1,0,1,0,0,32,29,13,8,4,0,11,11,21,21,0,0,0,0,0,0,6,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,10,0,0,0,0,0,0,0,0,0
Dorrans Graham,West Bromwich Albion,Wide midfielder right,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,49,13,1,1,1,1,1,1,1,0,0,1,8,11,7,1,2,0,41,36,14,1,0,1,0,0,0,7,2,0,31,28,7,5,3,3,8,7,19,16,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,1,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,94.072,4,0,2,0,0,0,0,0,2,0
Varela,West Bromwich Albion,Wide midfielder left,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,11,1,0,0,1,1,2,1,0,1,1,0,1,3,1,2,0,0,8,8,1,1,0,0,1,1,0,1,0,0,6,6,2,2,0,0,3,3,4,4,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.06938,0,0,0,0,0,0,0,0,0,0
McAuley Gareth,West Bromwich Albion,Central defender right,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,50,21,0,0,0,0,1,7,2,2,0,0,22,11,3,1,0,0,47,39,27,1,7,1,0,0,0,0,0,0,32,29,10,7,5,3,1,1,19,17,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,9,0,0,0,0,0,0,0,0,0
Ideye Brown,West Bromwich Albion,Centre forward,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.95998,0,0,0,0,0,0,0,0,0,0
Wisdom Andre,West Bromwich Albion,Wide defender right,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,64,13,2,0,0,0,2,2,1,1,0,1,9,16,1,2,0,0,57,42,23,2,1,0,0,0,0,0,0,0,35,25,18,15,4,2,10,9,24,20,0,0,0,0,0,0,4,3,2,14,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.072,9,1,0,0,0,0,0,0,0,0
Berahino Saido,West Bromwich Albion,Centre forward,2014/12/06,15:00:17.000000,Hull City v West Bromwich Albion,A,D,0,0,0,0,0,10,1,0,0,0,0,0,0,2,1,0,0,1,3,0,0,0,0,9,7,2,0,0,2,1,0,0,0,0,0,7,5,2,2,0,0,2,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.93905,0,0,0,0,0,0,0,0,1,0
Huth Robert,Stoke City,Central defender left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.216984,1,0,0,0,0,0,0,0,0,0
Bardsley Phil,Stoke City,Wide defender right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,41,9,2,0,1,1,0,0,4,2,1,1,10,16,6,3,2,0,29,20,16,0,0,2,0,1,0,2,0,0,16,14,12,6,1,0,3,3,10,8,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,10,2,2,1,0,0,0,0,0,0
Crouch Peter,Stoke City,Centre forward,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,1,1,0,41,5,0,0,4,1,2,8,2,3,1,0,5,11,2,5,2,1,31,26,6,1,6,1,1,1,0,2,0,1,25,20,6,6,0,0,7,5,18,16,4,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,3,1,0,1,4,0,30,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,96.75,5,0,0,3,2,0,1,0,0,2
Adam Charlie,Stoke City,Wide midfielder left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,1,0,19,2,1,0,0,0,1,0,3,2,1,0,5,6,2,2,0,0,13,11,4,0,0,3,0,1,0,2,0,0,9,8,2,2,2,1,4,4,5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.77457,2,1,0,0,0,0,0,0,1,0
Whelan Glenn,Stoke City,Central midfielder,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,16,2,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,15,11,2,0,1,0,0,0,0,1,0,0,12,9,2,2,1,0,2,2,11,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.57158,2,0,0,0,0,0,0,0,0,0
Bojan,Stoke City,Central midfielder,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,1,0,0,47,3,3,5,3,2,3,2,1,5,4,1,8,10,0,0,2,0,31,26,6,1,0,0,4,4,0,0,3,1,23,20,5,5,3,1,7,7,18,16,2,1,0,0,0,0,5,1,8,0,4,1,3,0,0,3,0,2,1,3,3,0,17,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,87.53302,1,0,0,0,2,1,0,0,7,0
Shawcross Ryan,Stoke City,Central defender right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,25,6,0,0,0,0,1,2,1,0,0,0,8,7,3,2,0,0,22,16,11,1,1,0,0,0,0,2,0,0,8,7,10,8,4,1,2,2,8,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,7,2,0,0,0,0,0,0,0,1
Walters Jonathan,Stoke City,Wide midfielder right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,1,0,0,36,1,3,0,1,1,1,11,1,1,1,1,6,13,3,1,2,0,26,17,5,0,4,1,1,0,0,1,0,1,18,11,7,5,1,1,9,9,12,7,1,0,0,0,0,0,12,4,3,0,2,2,0,1,1,0,0,1,0,1,1,0,17,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,96.75,5,0,0,1,0,1,0,0,2,1
Begovic Asmir,Stoke City,Goalkeeper,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,36,15,0,0,0,0,0,0,0,0,0,1,8,17,6,0,0,0,33,20,28,0,0,0,0,0,0,4,0,0,4,4,3,3,26,13,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,7,0,0,0,0,0,0,0,0,0
Pieters Erik,Stoke City,Wide defender left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,46,16,1,0,1,0,1,2,2,0,1,2,8,13,7,0,1,0,38,29,23,0,2,0,0,1,0,5,0,0,25,21,10,7,3,1,4,4,11,9,0,1,0,0,0,0,3,2,1,9,0,0,0,0,0,1,0,0,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,8,0,0,0,0,0,0,0,0,0
Nzonzi Steven,Stoke City,Central midfielder right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,57,9,3,0,1,0,3,0,1,2,1,1,11,7,4,0,1,0,50,43,12,2,0,0,0,1,0,2,0,0,39,34,10,9,1,0,7,6,31,28,0,1,0,0,0,0,3,2,3,0,2,2,0,0,0,0,0,1,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,5,0,0,0,1,1,0,0,2,2
Cameron Geoffrey,Stoke City,Central midfielder left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,37,12,1,0,2,0,0,1,3,1,0,2,12,13,8,0,1,0,29,24,15,0,1,2,0,0,0,7,0,0,19,15,7,6,3,3,2,2,12,10,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,2,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,6,0,1,0,0,0,1,0,1,2
Marc Muniesa,Stoke City,Central defender left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,1,0,31,10,0,0,0,0,2,0,2,0,0,1,11,5,0,1,0,0,28,25,13,0,0,0,0,0,0,0,0,0,16,14,11,11,1,0,1,1,14,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,64.17841,6,1,0,0,0,0,0,0,0,0
Diouf Mame,Stoke City,Wide midfielder left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,H,W,3,2,0,0,0,14,3,1,0,1,0,2,1,2,0,0,1,2,2,1,3,2,2,12,10,3,1,0,0,0,0,0,1,0,0,9,8,3,2,0,0,4,3,5,4,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,69.97543,3,1,0,1,1,0,0,0,1,0
Flamini Mathieu,Arsenal,Central midfielder,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,47,9,2,0,0,0,5,2,4,2,0,3,8,8,2,1,1,1,41,37,11,4,1,2,0,0,0,1,0,0,33,30,7,7,0,0,7,6,23,22,0,0,0,0,1,0,7,5,2,4,1,1,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,13,0,0,1,0,0,0,0,0,0
Mertesacker Per,Arsenal,Central defender left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,61,20,0,0,0,0,2,6,0,0,0,0,21,11,0,0,1,0,56,48,23,2,2,0,0,0,0,0,0,0,40,35,15,13,1,0,5,2,28,26,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,9,0,0,0,1,0,0,0,0,0
Santi Cazorla,Arsenal,Central midfielder right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,1,0,0,84,14,2,2,4,2,0,1,1,4,1,1,9,10,8,1,2,0,73,65,19,0,1,0,2,1,0,6,2,1,50,46,19,17,4,2,10,10,44,41,1,3,0,1,0,0,1,1,4,0,2,1,1,0,1,4,0,4,0,4,2,2,24,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,96.75,1,0,0,1,2,0,0,0,1,1
Podolski Lukas,Arsenal,Centre forward,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,13,2,1,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,11,10,2,0,1,0,0,0,0,0,0,0,8,8,3,2,0,0,2,2,7,6,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.12592,0,0,0,0,0,0,0,0,0,0
Gibbs Kieran,Arsenal,Wide defender left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,1,0,56,10,5,0,1,0,1,5,2,0,2,1,9,12,1,2,0,0,45,38,15,1,2,1,0,0,0,1,0,0,33,30,12,8,0,0,12,12,18,16,1,0,0,0,0,0,6,3,5,7,1,1,0,0,0,2,1,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,93.2992,3,2,0,0,0,0,0,0,0,2
Ramsey Aaron,Arsenal,Central midfielder left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,1,0,0,75,13,1,0,1,1,0,3,3,1,2,4,9,14,13,3,0,0,69,61,18,0,2,1,0,1,0,9,0,1,46,45,16,13,7,3,6,6,45,42,1,0,0,0,0,0,3,2,1,0,0,0,0,0,1,1,0,1,0,1,1,0,15,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,96.75,4,0,0,1,0,0,0,0,3,1
Welbeck Danny,Arsenal,Centre forward,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,12,1,0,0,2,1,0,2,2,0,0,0,1,2,1,0,0,0,9,8,2,0,1,2,0,0,0,1,0,0,7,6,2,2,0,0,3,3,4,4,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.371,1,0,0,0,0,0,0,0,0,0
Alexis,Arsenal,Wide midfielder left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,64,9,1,7,2,0,1,1,3,6,3,0,5,25,9,3,4,1,43,30,16,1,0,3,5,3,0,4,6,0,25,19,13,8,5,3,7,6,20,15,2,0,0,0,0,0,2,1,8,3,1,0,1,0,0,3,0,1,1,2,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,0,0,0,0,0,1,0,0,3,2
Giroud Olivier,Arsenal,Centre forward,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,27,1,0,0,3,1,2,1,1,4,0,0,2,10,0,1,3,1,19,15,2,1,1,1,2,0,0,0,0,0,17,13,2,2,0,0,2,2,15,12,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,63.62408,0,0,0,1,1,0,0,0,0,0
Damián Martínez,Arsenal,Goalkeeper,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,7,8,4,0,1,0,23,15,14,0,0,0,0,0,0,2,0,0,3,3,8,8,12,4,0,0,9,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,3,0,1,0,0,0,0,0,0,0
Campbell Joel,Arsenal,Wide defender left,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4508,0,0,0,0,0,0,0,0,0,0
Chambers Calum,Arsenal,Central defender right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,1,1,44,15,0,0,0,0,1,3,0,0,0,1,4,5,3,2,3,0,44,39,19,0,2,0,0,0,0,1,0,0,25,23,18,16,1,0,2,2,23,22,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,79.03067,0,0,1,2,2,0,0,0,0,0
Bellerin Héctor,Arsenal,Wide defender right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,0,0,25,3,1,0,0,0,2,2,0,3,1,0,4,8,1,0,0,0,19,16,5,0,0,0,3,1,0,0,0,0,14,13,5,3,0,0,5,5,9,8,0,0,0,0,0,0,4,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,46.379,1,0,0,0,0,0,0,0,1,0
Oxlade-Chamberlain Alex,Arsenal,Wide midfielder right,2014/12/06,15:00:26.000000,Stoke City v Arsenal,A,L,3,2,0,1,0,44,7,4,1,0,0,1,1,0,2,2,0,5,10,9,2,0,0,37,30,10,1,0,0,1,2,0,5,1,0,27,22,7,6,3,2,4,4,23,19,0,0,0,0,0,0,2,1,5,0,3,2,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,96.75,3,2,0,0,0,0,0,0,3,1
Gerrard Steven,Liverpool,Central midfielder,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,27,1,2,3,1,0,2,0,0,2,3,0,3,10,4,0,2,0,17,13,3,0,0,0,1,2,0,3,1,0,11,9,4,2,2,2,3,2,11,10,0,1,0,0,0,0,2,0,5,0,1,1,0,0,0,2,0,1,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.33077,1,0,1,0,0,0,0,0,0,2
Touré Kolo,Liverpool,Central defender left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,38,16,0,0,0,0,2,7,2,2,0,2,8,3,2,0,0,0,36,34,18,2,0,1,0,0,0,2,0,0,23,23,11,11,2,0,0,0,18,18,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,6,0,0,0,0,0,0,0,0,2
Johnson Glen,Liverpool,Wide defender right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,61,13,3,0,0,0,1,1,2,2,4,1,15,15,7,0,1,0,50,40,20,0,1,1,0,3,0,4,0,0,36,30,13,10,1,0,8,8,22,19,0,0,0,0,0,0,2,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,7,0,1,0,0,0,0,0,1,0
Skrtel Martin,Liverpool,Central defender right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,44,14,0,0,0,0,6,5,2,0,1,1,18,6,2,2,1,1,38,35,17,4,2,1,0,1,0,1,0,0,23,22,13,12,2,1,2,2,19,19,0,0,0,0,0,0,11,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,19,1,0,1,1,0,0,0,0,0
Lucas,Liverpool,Central midfielder,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,1,0,110,27,1,0,1,1,4,4,6,1,1,3,26,14,16,3,1,0,103,92,35,1,1,2,0,1,0,12,2,0,69,62,32,28,2,2,8,8,60,57,0,1,0,0,0,0,8,2,1,0,0,0,0,0,0,4,0,1,0,1,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,9,0,0,3,1,0,0,0,1,1
Lallana Adam,Liverpool,Wide midfielder right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,33,0,2,0,1,0,4,2,3,5,2,0,3,8,0,1,3,0,23,16,5,2,1,2,4,1,0,0,0,0,19,13,4,3,0,0,5,5,13,11,1,0,0,0,0,0,6,3,2,0,1,1,0,0,0,0,0,0,1,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,68.0319,5,0,0,1,2,0,0,0,2,0
Mignolet Simon,Liverpool,Goalkeeper,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,18,15,14,0,0,0,0,0,0,1,0,0,4,4,3,3,11,8,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,2,0,0,0,0,0,0,0,0,0
Henderson Jordan,Liverpool,Central midfielder right,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,61,3,3,0,3,0,2,2,2,5,0,3,11,18,7,2,0,0,52,41,9,0,2,2,3,0,0,6,0,0,30,22,21,18,1,1,9,8,34,30,0,3,0,0,0,0,4,2,3,1,0,0,0,0,0,2,0,3,0,3,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,6,0,0,1,0,0,0,0,1,2
Coutinho,Liverpool,Central midfielder left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,64,14,1,2,5,2,2,1,3,5,4,1,4,15,11,2,0,0,49,44,17,0,0,1,4,3,0,9,2,0,40,37,7,5,2,2,6,6,26,24,2,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,78.67803,1,0,0,1,0,0,0,0,0,2
Lambert Rickie,Liverpool,Centre forward,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,28,3,0,0,1,0,3,8,0,0,0,0,1,11,2,0,0,0,25,16,5,2,3,0,0,0,0,0,0,0,23,16,2,0,0,0,11,7,9,6,1,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,1,0,0,0,0,0,0,0,2,0
Sterling Raheem,Liverpool,Wide midfielder left,2014/12/06,15:00:37.000000,Liverpool v Sunderland,H,D,0,0,0,0,0,58,8,6,0,2,0,5,0,5,4,13,2,8,18,2,2,3,0,40,36,10,1,0,4,3,10,0,2,0,0,32,30,8,6,0,0,7,7,23,21,1,1,0,0,0,0,5,1,6,0,2,2,0,0,0,1,0,1,1,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.36266,0,0,0,1,2,0,0,0,5,3
